id,sport,gender,matchType,iit,status,matchNo,pool,team1,team2,date,time,courtNo
437,Football,Men,Quarter Final,IIT Hyderabad,upcoming,33,QF3,Winner of PQF3,Winner of PQF8,19.12.2025,3:00 PM,1
438,Football,Men,Quarter Final,IIT Hyderabad,upcoming,34,QF4,Winner of PQF4,Winner of PQF7,19.12.2025,4:30 PM,1
439,Football,Men,Semi Final,IIT Hyderabad,upcoming,35,SF1,Winner of QF1,Winner of QF4,20.12.2025,8:00 AM,1
440,Football,Men,Semi Final,IIT Hyderabad,upcoming,36,SF2,Winner of QF2,Winner of QF3,20.12.2025,9:30 AM,1
441,Football,Men,3rd Place,IIT Hyderabad,upcoming,37,3RD PLACE,Loser of SF1,Loser of SF2,21.12.2025,8:00 AM,1
442,Football,Men,FINAL,IIT Hyderabad,upcoming,38,FINAL,Winner of SF1,Winner of SF2,21.12.2025,9:30 AM,1
443,Hockey,Men,League,IIT Hyderabad,upcoming,1,A,IIT DELHI,IIT MANDI,15.12.2025,8:00 AM,1
444,Hockey,Men,League,IIT Hyderabad,upcoming,2,D,IIT VARANASI,IIT KANPUR,15.12.2025,10:00 AM,1
445,Hockey,Men,League,IIT Hyderabad,upcoming,3,B,IIT BOMBAY,IIT JODHPUR,15.12.2025,1:30 PM,1
446,Hockey,Men,League,IIT Hyderabad,upcoming,4,D,IIT ROPAR,IIT DHANBAD,15.12.2025,3:30 PM,1
447,Hockey,Men,League,IIT Hyderabad,upcoming,5,A,IIT MANDI,IIT HYDERABAD,16.12.2025,8:00 AM,1
448,Hockey,Men,League,IIT Hyderabad,upcoming,6,D,IIT DHANBAD,IIT KANPUR,16.12.2025,10:00 AM,1
449,Hockey,Men,League,IIT Hyderabad,upcoming,7,C,IIT ROORKEE,IIT GUWAHATI,16.12.2025,1:30 PM,1
450,Hockey,Men,League,IIT Hyderabad,upcoming,8,D,IIT VARANASI,IIT ROPAR,16.12.2025,3:30 PM,1
451,Hockey,Men,League,IIT Hyderabad,upcoming,9,D,IIT VARANASI,IIT DHANBAD,17.12.2025,8:00 AM,1
452,Hockey,Men,League,IIT Hyderabad,upcoming,10,B,IIT BOMBAY,IIT MADRAS,17.12.2025,10:00 AM,1
453,Hockey,Men,League,IIT Hyderabad,upcoming,11,C,IIT ROORKEE,IIT KHARAGPUR,17.12.2025,1:30 PM,1
454,Hockey,Men,League,IIT Hyderabad,upcoming,12,D,IIT KANPUR,IIT ROPAR,17.12.2025,3:30 PM,1
455,Hockey,Men,League,IIT Hyderabad,upcoming,13,A,IIT DELHI,IIT HYDERABAD,18.12.2025,8:00 AM,1
456,Hockey,Men,League,IIT Hyderabad,upcoming,14,B,IIT JODHPUR,IIT MADRAS,18.12.2025,10:00 AM,1
457,Hockey,Men,League,IIT Hyderabad,upcoming,15,C,IIT GUWAHATI,IIT KHARAGPUR,18.12.2025,2:00 PM,1
458,Hockey,Men,Quarter Final,IIT Hyderabad,upcoming,16,QF1,Winner Of Pool A,Runner Up Of Pool C,19.12.2025,8:00 AM,1
459,Hockey,Men,Quarter Final,IIT Hyderabad,upcoming,17,QF2,Winner Of Pool B,Runner Up Of Pool D,19.12.2025,10:00 AM,1
460,Hockey,Men,Quarter Final,IIT Hyderabad,upcoming,18,QF3,Winner Of Pool C,Runner Up Of Pool A,19.12.2025,1:30 PM,1
461,Hockey,Men,Quarter Final,IIT Hyderabad,upcoming,19,QF4,Winner Of Pool D,Runner Up Of Pool B,19.12.2025,3:30 PM,1
462,Hockey,Men,Semi Final,IIT Hyderabad,upcoming,20,SF1,WINNER OF QF1,WINNER OF QF4,20.12.2025,8:00 AM,1
463,Hockey,Men,Semi Final,IIT Hyderabad,upcoming,21,SF2,WINNER OF QF2,WINNER OF QF3,20.12.2025,10:00 AM,1
464,Hockey,Men,3rd Place,IIT Hyderabad,upcoming,22,3RD PLACE,LOSER OF SF1,LOSER OF SF2,21.12.2025,8:00 AM,1
465,Hockey,Men,FINAL,IIT Hyderabad,upcoming,23,FINAL,WINNER OF SF1,WINNER OF SF2,21.12.2025,10:00 AM,1
466,Volleyball,Men,League,IIT Hyderabad,upcoming,1,F,IIT JODHPUR,IIT DELHI,15.12.2025,9:00 AM,1
467,Volleyball,Men,League,IIT Hyderabad,upcoming,2,G,IIT KHARAGPUR,IIT GOA,15.12.2025,9:00 AM,2
468,Volleyball,Men,League,IIT Hyderabad,upcoming,3,D,IIT MADRAS,IIT DHARWAD,15.12.2025,10:30 AM,1
469,Volleyball,Men,League,IIT Hyderabad,upcoming,4,E,IIT JAMMU,IIT PATNA,15.12.2025,10:30 AM,2
470,Volleyball,Men,League,IIT Hyderabad,upcoming,5,A,IIT ROORKEE,IIT KANPUR,15.12.2025,5:00 PM,1
471,Volleyball,Men,League,IIT Hyderabad,upcoming,6,B,IIT HYDERABAD,IIT PALAKKAD,15.12.2025,5:00 PM,2
472,Volleyball,Men,League,IIT Hyderabad,upcoming,7,C,IIT BHUBANESWAR,IIT MANDI,15.12.2025,6:30 PM,1
473,Volleyball,Men,League,IIT Hyderabad,upcoming,8,A,IIT GANDHINAGAR,IIT KANPUR,16.12.2025,9:00 AM,1
474,Volleyball,Men,League,IIT Hyderabad,upcoming,9,B,IIT BOMBAY,IIT PALAKKAD,16.12.2025,9:00 AM,2
475,Volleyball,Men,League,IIT Hyderabad,upcoming,10,C,IIT TIRUPATI,IIT MANDI,16.12.2025,11:00 AM,1
476,Volleyball,Men,League,IIT Hyderabad,upcoming,11,D,IIT GUWAHATI,IIT DHARWAD,16.12.2025,5:00 PM,1
477,Volleyball,Men,League,IIT Hyderabad,upcoming,12,E,IIT DHANBAD(ISM),IIT PATNA,16.12.2025,5:00 PM,2
478,Volleyball,Men,League,IIT Hyderabad,upcoming,13,F,IIT INDORE,IIT DELHI,16.12.2025,6:30 PM,1
479,Volleyball,Men,League,IIT Hyderabad,upcoming,14,G,IIT ROPAR,IIT GOA,16.12.2025,6:30 PM,2
480,Volleyball,Men,League,IIT Hyderabad,upcoming,15,E,IIT JAMMU,IIT DHANBAD (ISM),17.12.2025,9:00 AM,1
481,Volleyball,Men,League,IIT Hyderabad,upcoming,16,F,IIT JODHPUR,IIT INDORE,17.12.2025,9:00 AM,2
482,Volleyball,Men,League,IIT Hyderabad,upcoming,17,G,IIT KHARAGPUR,IIT ROPAR,17.12.2025,10:30 AM,1
483,Volleyball,Men,League,IIT Hyderabad,upcoming,18,H,IIT VARANASI (BHU),IIT BHILAI,17.12.2025,10:30 AM,2
484,Volleyball,Men,League,IIT Hyderabad,upcoming,19,C,IIT BHUBANESWAR,IIT TIRUPATI,17.12.2025,4:30 PM,1
485,Volleyball,Men,League,IIT Hyderabad,upcoming,20,D,IIT MADRAS,IIT GUWAHATI,17.12.2025,4:30 PM,2
486,Volleyball,Men,League,IIT Hyderabad,upcoming,21,A,IIT ROORKEE,IIT GANDHINAGAR,17.12.2025,6:30 PM,1
487,Volleyball,Men,League,IIT Hyderabad,upcoming,22,B,IIT HYDERABAD,IIT BOMBAY,17.12.2025,6:30 PM,2
488,Volleyball,Men,Pre-Quarter Final,IIT Hyderabad,upcoming,23,PQF1,Winner of pool A,Runner-up of pool C,18.12.2025,9:00 AM,1
489,Volleyball,Men,Pre-Quarter Final,IIT Hyderabad,upcoming,24,PQF2,Winner of pool B,Runner-up of pool D,18.12.2025,9:00 AM,2
490,Volleyball,Men,Pre-Quarter Final,IIT Hyderabad,upcoming,25,PQF3,Winner of pool C,Runner-up of pool A,18.12.2025,10:30 AM,1
491,Volleyball,Men,Pre-Quarter Final,IIT Hyderabad,upcoming,26,PQF4,Winner of pool D,Runner-up of pool B,18.12.2025,10:30 AM,2
492,Volleyball,Men,Pre-Quarter Final,IIT Hyderabad,upcoming,27,PQF5,Winner of pool E,Runner-up of pool G,18.12.2025,5:00 PM,1
493,Volleyball,Men,Pre-Quarter Final,IIT Hyderabad,upcoming,28,PQF6,Winner of pool F,Runner-up of pool H,18.12.2025,5:00 PM,2
494,Volleyball,Men,Pre-Quarter Final,IIT Hyderabad,upcoming,29,PQF7,Winner of pool G,Runner-up of pool E,18.12.2025,6:30 PM,1
495,Volleyball,Men,Pre-Quarter Final,IIT Hyderabad,upcoming,30,PQF8,Winner of pool H,Runner-up of pool F,18.12.2025,6:30 PM,2
496,Volleyball,Men,Quarter Final,IIT Hyderabad,upcoming,31,QF1,Winner of PQF1,Winner of PQF6,19.12.2025,10:00 AM,1
497,Volleyball,Men,Quarter Final,IIT Hyderabad,upcoming,32,QF2,Winner of PQF2,Winner of PQF5,19.12.2025,10:00 AM,2
498,Volleyball,Men,Quarter Final,IIT Hyderabad,upcoming,33,QF3,Winner of PQF3,Winner of PQF8,19.12.2025,5:00 PM,1
499,Volleyball,Men,Quarter Final,IIT Hyderabad,upcoming,34,QF4,Winner of PQF4,Winner of PQF7,19.12.2025,5:00 PM,2
500,Volleyball,Men,Semi Final,IIT Hyderabad,upcoming,35,SF1,Winner of QF1,Winner of QF4,20.12.2025,10:00 AM,1
501,Volleyball,Men,Semi Final,IIT Hyderabad,upcoming,36,SF2,Winner of QF2,Winner of QF3,20.12.2025,5:00 PM,1
502,Volleyball,Men,3rd Place,IIT Hyderabad,upcoming,37,3RD PLACE,Loser of SF1,Loser of SF2,21.12.2025,10:30 AM,1
503,Volleyball,Men,FINAL,IIT Hyderabad,upcoming,38,FINAL,Winner of SF1,Winner of SF2,21.12.2025,10:30 AM,2
504,Volleyball,Women,League,IIT Hyderabad,upcoming,1,E,IIT KANPUR,IIT JAMMU,15.12.2025,9:00 AM,3
505,Volleyball,Women,League,IIT Hyderabad,upcoming,2,G,IIT BHUBANESHWAR,IIT GANDHINAGAR,15.12.2025,9:00 AM,4
506,Volleyball,Women,League,IIT Hyderabad,upcoming,3,D,IIT ROORKEE,IIT MANDI,15.12.2025,11:00 AM,3
507,Volleyball,Women,League,IIT Hyderabad,upcoming,4,C,IIT JODHPUR,IIT BHILAI,15.12.2025,11:00 AM,4
508,Volleyball,Women,League,IIT Hyderabad,upcoming,5,B,IIT DELHI,IIT PATNA,15.12.2025,5:00 PM,3
509,Volleyball,Women,League,IIT Hyderabad,upcoming,6,F,IIT MADRAS,IIT DHANBAD,15.12.2025,5:00 PM,4
510,Volleyball,Women,League,IIT Hyderabad,upcoming,7,B,IIT TIRUPATI,IIT PATNA,16.12.2025,9:00 AM,3
511,Volleyball,Women,League,IIT Hyderabad,upcoming,8,C,IIT GUWAHATI,IIT BHILAI,16.12.2025,9:00 AM,4
512,Volleyball,Women,League,IIT Hyderabad,upcoming,9,E,IIT DHARWAD,IIT JAMMU,16.12.2025,11:00 AM,3
513,Volleyball,Women,League,IIT Hyderabad,upcoming,10,F,IIT PALAKKAD,IIT DHANBAD,16.12.2025,11:00 AM,4
514,Volleyball,Women,League,IIT Hyderabad,upcoming,11,G,IIT INDORE,IIT GANDHINAGAR,16.12.2025,5:00 PM,3
515,Volleyball,Women,League,IIT Hyderabad,upcoming,12,D,IIT KHARAGPUR,IIT MANDI,16.12.2025,5:00 PM,4
516,Volleyball,Women,League,IIT Hyderabad,upcoming,13,B,IIT DELHI,IIT TIRUPATI,17.12.2025,9:00 AM,3
517,Volleyball,Women,League,IIT Hyderabad,upcoming,14,G,IIT BHUBANESWAR,IIT INDORE,17.12.2025,9:00 AM,4
518,Volleyball,Women,League,IIT Hyderabad,upcoming,15,D,IIT ROORKEE,IIT KHARAGPUR,17.12.2025,11:00 AM,3
519,Volleyball,Women,League,IIT Hyderabad,upcoming,16,F,IIT MADRAS,IIT PALAKKAD,17.12.2025,11:00 AM,4
520,Volleyball,Women,League,IIT Hyderabad,upcoming,17,C,IIT JODHPUR,IIT GUWAHATI,17.12.2025,4:30 PM,3
521,Volleyball,Women,League,IIT Hyderabad,upcoming,18,H,IIT BOMBAY,IIT HYDERABAD,17.12.2025,4:30 PM,4
522,Volleyball,Women,League,IIT Hyderabad,upcoming,19,E,IIT KANPUR,IIT DHARWAD,17.12.2025,6:00 PM,3
523,Volleyball,Women,League,IIT Hyderabad,upcoming,20,A,IIT VARANASI,IIT ROPAR,17.12.2025,6:00 PM,4
524,Volleyball,Women,Pre-Quarter Final,IIT Hyderabad,upcoming,21,PQF1,Winner of pool A,Runner-up of pool C,18.12.2025,9:00 AM,3
525,Volleyball,Women,Pre-Quarter Final,IIT Hyderabad,upcoming,22,PQF2,Winner of pool B,Runner-up of pool D,18.12.2025,9:00 AM,4
526,Volleyball,Women,Pre-Quarter Final,IIT Hyderabad,upcoming,23,PQF3,Winner of pool C,Runner-up of pool A,18.12.2025,11:00 AM,3
527,Volleyball,Women,Pre-Quarter Final,IIT Hyderabad,upcoming,24,PQF4,Winner of pool D,Runner-up of pool B,18.12.2025,11:00 AM,4
528,Volleyball,Women,Pre-Quarter Final,IIT Hyderabad,upcoming,25,PQF5,Winner of pool E,Runner-up of pool G,18.12.2025,4:30 PM,3
529,Volleyball,Women,Pre-Quarter Final,IIT Hyderabad,upcoming,26,PQF6,Winner of pool F,Runner-up of pool H,18.12.2025,4:30 PM,4
530,Volleyball,Women,Pre-Quarter Final,IIT Hyderabad,upcoming,27,PQF7,Winner of pool G,Runner-up of pool E,18.12.2025,6:00 PM,3
531,Volleyball,Women,Pre-Quarter Final,IIT Hyderabad,upcoming,28,PQF8,Winner of pool H,Runner-up of pool F,18.12.2025,6:00 PM,4
532,Volleyball,Women,Quarter Final,IIT Hyderabad,upcoming,29,QF1,Winner of PQF1,Winner of PQF6,19.12.2025,10:00 AM,3
533,Volleyball,Women,Quarter Final,IIT Hyderabad,upcoming,30,QF2,Winner of PQF2,Winner of PQF5,19.12.2025,10:00 AM,4
534,Volleyball,Women,Quarter Final,IIT Hyderabad,upcoming,31,QF3,Winner of PQF3,Winner of PQF8,19.12.2025,5:00 PM,3
535,Volleyball,Women,Quarter Final,IIT Hyderabad,upcoming,32,QF4,Winner of PQF4,Winner of PQF7,19.12.2025,5:00 PM,4
536,Volleyball,Women,Semi Final,IIT Hyderabad,upcoming,33,SF1,Winner of QF1,Winner of QF4,20.12.2025,10:00 AM,3
537,Volleyball,Women,Semi Final,IIT Hyderabad,upcoming,34,SF2,Winner of QF2,Winner of QF3,20.12.2025,5:00 PM,3
538,Volleyball,Women,3rd Place,IIT Hyderabad,upcoming,35,3RD PLACE,Loser of SF1,Loser of SF2,21.12.2025,9:00 AM,3
539,Volleyball,Women,FINAL,IIT Hyderabad,upcoming,36,FINAL,Winner of SF1,Winner of SF2,21.12.2025,9:00 AM,4
